Matrix Dimension= 1281
List of nonzero entries: I , J , A(I,J)
0	0	1.9903
0	1	-0.500788
0	2	-0.52078
0	9	-0.00613388
0	10	-0.962598
1	0	-0.500788
1	1	1.87668
1	10	-0.00695231
1	11	-0.348167
1	12	-0.850092
1	13	-0.170681
2	0	-0.52078
2	2	1.99431
2	9	-0.929895
2	14	-0.538321
2	16	-0.0053155
3	3	1.87129
3	4	-0.0765278
3	15	-0.0690267
3	17	-0.856484
3	18	-0.869252
4	3	-0.0765278
4	4	1.86236
4	5	-0.0818281
4	18	-0.846685
4	19	-0.85732
5	4	-0.0818281
5	5	1.85663
5	6	-0.0849855
5	19	-0.840715
5	20	-0.849103
6	5	-0.0849855
6	6	1.85383
6	7	-0.0860339
6	20	-0.838369
6	21	-0.844442
7	6	-0.0860339
7	7	1.85313
7	8	-0.0860339
7	21	-0.840531
7	22	-0.840532
8	7	-0.0860339
8	8	1.85383
8	22	-0.844441
8	23	-0.0849855
8	26	-0.838371
9	0	-0.00613388
9	2	-0.929895
9	9	4.02281
9	10	-0.874663
9	16	-0.918093
9	38	-0.0446628
9	39	-1.24936
10	0	-0.962598
10	1	-0.00695231
10	9	-0.874663
10	10	4.05945
10	12	-0.828777
10	39	-0.0446627
10	40	-1.34179
11	1	-0.348167
11	11	1.7646
11	13	-0.706939
11	41	-0.229322
11	42	-0.480177
12	1	-0.850092
12	10	-0.828777
12	12	4.06097
12	13	-1.19495
12	40	-0.031215
12	43	-1.15594
13	1	-0.170681
13	11	-0.706939
13	12	-1.19495
13	13	3.94708
13	42	-0.792807
13	43	-0.0388575
13	44	-1.04285
14	2	-0.538321
14	14	1.99971
14	15	-0.553413
14	16	-0.903477
14	47	-0.00449733
15	3	-0.0690267
15	14	-0.553413
15	15	2.00046
15	17	-1.00329
15	47	-0.374732
16	2	-0.0053155
16	9	-0.918093
16	14	-0.903477
16	16	3.9991
16	38	-1.16849
16	47	-0.959068
16	48	-0.0446628
17	3	-0.856484
17	15	-1.00329
17	17	3.89494
17	18	-0.13904
17	47	-1.01544
17	49	-0.880682
18	3	-0.869252
18	4	-0.846685
18	17	-0.13904
18	18	3.74994
18	19	-0.154042
18	49	-0.875816
18	50	-0.865103
