Matrix Dimension= 641
List of nonzero entries: I , J , A(I,J)
0	0	1.73084
0	1	-0.33856
0	3	-0.298785
0	5	-0.499961
0	6	-0.593534
1	0	-0.33856
1	1	1.73951
1	6	-0.468979
1	7	-0.374113
1	8	-0.557855
2	2	1.76532
2	4	-0.203995
2	9	-0.756381
2	10	-0.146775
2	12	-0.658173
3	0	-0.298785
3	3	2.19871
3	4	-0.768832
3	5	-1.12878
3	16	-0.00231747
4	2	-0.203995
4	3	-0.768832
4	4	2.13305
4	9	-0.981591
4	15	-0.154852
4	16	-0.0237785
5	0	-0.499961
5	3	-1.12878
5	5	3.99022
5	6	-0.602442
5	16	-1.17221
5	18	-0.586824
6	0	-0.593534
6	1	-0.468979
6	5	-0.602442
6	6	3.47708
6	8	-0.682066
6	14	-0.544263
6	18	-0.585796
7	1	-0.374113
7	7	1.75241
7	8	-0.444527
7	19	-0.405839
7	20	-0.527934
8	1	-0.557855
8	6	-0.682066
8	7	-0.444527
8	8	3.49413
8	14	-0.546181
8	20	-0.75328
8	21	-0.51022
9	2	-0.756381
9	4	-0.981591
9	9	3.96168
9	12	-0.298403
9	15	-1.1442
9	22	-0.7811
10	2	-0.146775
10	10	1.9618
10	11	-0.531765
10	12	-0.996344
10	24	-0.28692
11	10	-0.531765
11	11	1.97045
11	13	-0.442744
11	23	-0.967166
11	24	-0.0287708
12	2	-0.658173
12	9	-0.298403
12	10	-0.996344
12	12	3.82995
12	22	-0.805636
12	24	-1.0714
13	11	-0.442744
13	13	2.00819
13	23	-0.0304436
13	26	-0.348691
13	29	-1.18631
14	6	-0.544263
14	8	-0.546181
14	14	3.72733
14	17	-0.0434962
14	18	-0.849647
14	21	-0.430745
14	30	-1.02606
14	31	-0.286931
15	4	-0.154852
15	9	-1.1442
15	15	4.20664
15	16	-1.2129
15	22	-0.53492
15	25	-0.0434961
15	34	-1.11626
16	3	-0.00231747
16	4	-0.0237785
16	5	-1.17221
16	15	-1.2129
16	16	4.19288
16	18	-0.750765
16	34	-0.0434962
16	35	-0.987398
17	14	-0.0434962
17	17	3.73029
17	18	-0.884309
17	31	-0.761777
17	32	-0.534826
17	33	-0.798255
17	35	-0.707626
18	5	-0.586824
18	6	-0.585796
18	14	-0.849647
18	16	-0.750765
18	17	-0.884309
18	18	3.70084
18	35	-0.0434963
19	7	-0.405839
19	19	1.76764
19	20	-0.425194
19	36	-0.434022
19	37	-0.502583
20	7	-0.527934
20	8	-0.75328
20	19	-0.425194
20	20	3.51992
20	21	-0.513974
20	37	-0.816865
20	38	-0.482669
21	8	-0.51022
21	14	-0.430745
21	20	-0.513974
21	21	3.57499
21	30	-0.83839
21	38	-0.511093
21	39	-0.770568
22	9	-0.7811
22	12	-0.805636
22	15	-0.53492
22	22	3.82064
22	24	-0.383961
22	25	-1.22288
22	40	-0.0921413
23	11	-0.967166
23	13	-0.0304436
23	23	3.73689
23	24	-0.805681
23	28	-0.653284
23	29	-0.594002
23	41	-0.686316
24	10	-0.28692
24	11	-0.0287708
24	12	-1.0714
24	22	-0.383961
24	23	-0.805681
24	24	3.82404
24	40	-0.91788
24	41	-0.329428
25	15	-0.0434961
25	22	-1.22288
25	25	4.01733
25	34	-0.792918
25	40	-0.884807
25	42	-0.0337444
25	43	-1.03949
26	13	-0.348691
26	26	1.83598
26	27	-0.400509
26	29	-0.205115
26	45	-0.881667
27	26	-0.400509
27	27	1.96845
27	44	-1.19584
27	45	-0.165561
27	47	-0.206541
28	23	-0.653284
28	28	3.86382
28	29	-1.19084
28	41	-0.543254
28	52	-0.463745
28	53	-1.0127
29	13	-1.18631
29	23	-0.594002
29	26	-0.205115
29	28	-1.19084
29	29	4.01831
29	45	-0.793885
29	53	-0.0481535
30	14	-1.02606
30	21	-0.83839
30	30	3.84355
30	31	-1.02755
30	39	-0.26368
30	54	-0.687865
31	14	-0.286931
31	17	-0.761777
31	30	-1.02755
31	31	3.75947
31	32	-0.818338
31	54	-0.396928
31	55	-0.467948
32	17	-0.534826
32	31	-0.818338
32	32	3.52863
32	33	-0.429887
32	55	-0.53717
32	56	-0.455152
32	57	-0.753264
33	17	-0.798255
33	32	-0.429887
33	33	3.93572
33	35	-0.511169
33	57	-0.831814
33	58	-1.3646
34	15	-1.11626
34	16	-0.0434962
34	25	-0.792918
34	34	3.96315
34	35	-0.903789
34	42	-1.07294
34	58	-0.0337445
35	16	-0.987398
35	17	-0.707626
35	18	-0.0434963
35	33	-0.511169
35	34	-0.903789
35	35	3.7623
35	58	-0.608823
36	19	-0.434022
36	36	1.7838
36	37	-0.40997
36	60	-0.458865
36	61	-0.480944
37	19	-0.502583
37	20	-0.816865
37	36	-0.40997
37	37	3.5505
37	38	-0.487495
37	59	-0.460206
37	61	-0.873379
38	20	-0.482669
38	21	-0.511093
38	37	-0.487495
38	38	3.74041
38	39	-1.13223
38	59	-0.784273
38	62	-0.335558
38	63	-0.0070987
39	21	-0.770568
39	30	-0.26368
39	38	-1.13223
39	39	3.93044
39	54	-0.799132
39	63	-0.964832
40	22	-0.0921413
40	24	-0.91788
40	25	-0.884807
40	40	3.85258
40	41	-1.06902
40	43	-0.592961
40	67	-0.295771
41	23	-0.686316
41	24	-0.329428
41	28	-0.543254
41	40	-1.06902
41	41	3.64622
41	52	-0.641006
41	67	-0.377193
42	25	-0.0337444
42	34	-1.07294
42	42	3.92074
42	43	-0.794096
42	58	-0.907538
42	68	-1.03273
42	69	-0.0796976
43	25	-1.03949
43	40	-0.592961
43	42	-0.794096
43	43	3.94962
43	67	-0.331426
43	69	-1.19165
44	27	-1.19584
44	44	4.03808
44	45	-0.668951
44	47	-0.308504
44	49	-0.740649
44	72	-1.12413
45	26	-0.881667
45	27	-0.165561
45	29	-0.793885
45	44	-0.668951
45	45	3.60699
45	53	-0.546714
45	71	-0.514664
45	72	-0.0355452
46	46	2.00819
46	66	-0.442744
46	73	-0.0304437
46	74	-1.18631
46	75	-0.348691
47	27	-0.206541
47	44	-0.308504
47	47	1.83614
47	48	-0.394995
47	49	-0.916045
47	76	-0.0100603
48	47	-0.394995
48	48	1.75727
48	50	-0.205923
48	76	-0.675684
48	77	-0.480666
49	44	-0.740649
49	47	-0.916045
49	49	4.08841
49	72	-1.00557
49	76	-1.31427
49	78	-0.111874
50	48	-0.205923
50	50	2.15899
50	51	-0.540901
50	77	-1.36649
50	79	-0.0456755
51	50	-0.540901
51	51	2.1814
51	75	-0.228646
51	79	-1.41185
52	28	-0.463745
52	41	-0.641006
52	52	3.6832
52	53	-0.775481
52	67	-0.531273
52	80	-0.943823
52	81	-0.327876
53	28	-1.0127
53	29	-0.0481535
53	45	-0.546714
53	52	-0.775481
53	53	3.86993
53	70	-1.11555
53	71	-0.36701
53	81	-0.00432636
54	30	-0.687865
54	31	-0.396928
54	39	-0.799132
54	54	3.54449
54	55	-0.740297
54	63	-0.487977
54	83	-0.432294
55	31	-0.467948
55	32	-0.53717
55	54	-0.740297
55	55	3.49816
55	56	-0.507747
55	83	-0.661863
55	84	-0.583138
56	32	-0.455152
56	55	-0.507747
56	56	3.78558
56	57	-0.842372
56	84	-1.00573
56	85	-0.974575
57	32	-0.753264
57	33	-0.831814
57	56	-0.842372
57	57	3.92635
57	58	-0.0834347
57	85	-0.187798
57	86	-1.22442
57	87	-0.00324941
58	33	-1.3646
58	34	-0.0337445
58	35	-0.608823
58	42	-0.907538
58	57	-0.0834347
58	58	4.07287
58	68	-0.0796976
58	87	-0.995031
59	37	-0.460206
59	38	-0.784273
59	59	3.85262
59	61	-0.465559
59	62	-1.31922
59	88	-0.823356
60	36	-0.458865
60	60	1.91248
60	61	-0.1713
60	89	-1.02464
60	90	-0.257667
61	36	-0.480944
61	37	-0.873379
61	59	-0.465559
61	60	-0.1713
61	61	3.57762
61	88	-0.436275
61	89	-0.907282
61	91	-0.24288
62	38	-0.335558
62	59	-1.31922
62	62	4.09148
62	63	-0.422551
62	88	-0.0164208
62	92	-0.741688
62	93	-1.25604
63	38	-0.0070987
63	39	-0.964832
63	54	-0.487977
63	62	-0.422551
63	63	3.77273
63	83	-0.865738
63	93	-0.814396
63	94	-0.210139
64	64	2.0023
64	65	-0.397476
64	95	-0.442308
64	96	-0.013913
64	101	-1.1486
65	64	-0.397476
65	65	1.84566
65	66	-0.531765
65	101	-0.236621
65	102	-0.6798
66	46	-0.442744
66	65	-0.531765
66	66	1.97045
66	73	-0.967166
66	102	-0.0287709
67	40	-0.295771
67	41	-0.377193
67	43	-0.331426
67	52	-0.531273
67	67	3.47203
67	69	-0.566014
67	80	-0.650769
67	103	-0.719582
68	42	-1.03273
68	58	-0.0796976
68	68	3.78006
68	69	-0.699387
68	87	-0.893658
68	104	-0.344971
68	105	-0.72962
69	42	-0.0796976
69	43	-1.19165
69	67	-0.566014
69	68	-0.699387
69	69	3.7235
69	103	-0.552316
69	105	-0.634435
70	53	-1.11555
70	70	4.00744
70	71	-0.855649
70	81	-0.909774
70	82	-1.09256
70	106	-0.0339096
71	45	-0.514664
71	53	-0.36701
71	70	-0.855649
71	71	3.88779
71	72	-1.20609
71	106	-0.944378
72	44	-1.12413
72	45	-0.0355452
72	49	-1.00557
72	71	-1.20609
72	72	4.23901
72	78	-0.811471
72	106	-0.0562036
73	46	-0.0304437
73	66	-0.967166
73	73	3.75139
73	74	-0.628173
73	102	-0.839299
73	107	-0.730041
73	108	-0.556266
74	46	-1.18631
74	73	-0.628173
74	74	3.88732
74	75	-0.421892
74	108	-0.88751
74	109	-0.76343
75	46	-0.348691
75	51	-0.228646
75	74	-0.421892
75	75	1.7797
75	79	-0.64849
75	109	-0.131983
76	47	-0.0100603
76	48	-0.675684
76	49	-1.31427
76	76	3.80535
76	77	-0.626387
76	78	-0.628452
76	111	-0.550496
77	48	-0.480666
77	50	-1.36649
77	76	-0.626387
77	77	3.90395
77	79	-0.037185
77	111	-0.556705
77	112	-0.836514
78	49	-0.111874
78	72	-0.811471
78	76	-0.628452
78	78	3.70042
78	106	-0.0650265
78	110	-0.906712
78	111	-0.528314
78	113	-0.648569
79	50	-0.0456755
79	51	-1.41185
79	75	-0.64849
79	77	-0.037185
79	79	4.06374
79	109	-0.837751
79	112	-0.957376
79	114	-0.125415
80	52	-0.943823
80	67	-0.650769
80	80	3.8218
80	81	-1.1222
80	103	-0.310256
80	115	-0.794747
81	52	-0.327876
81	53	-0.00432636
81	70	-0.909774
81	80	-1.1222
81	81	3.9694
81	82	-0.0694193
81	115	-0.497917
81	116	-1.03789
82	70	-1.09256
82	81	-0.0694193
82	82	3.95506
82	106	-0.987621
82	116	-0.862568
82	117	-0.942892
83	54	-0.432294
83	55	-0.661863
83	63	-0.865738
83	83	3.58525
83	84	-0.362889
83	94	-0.482583
83	118	-0.779886
84	55	-0.583138
84	56	-1.00573
84	83	-0.362889
84	84	3.79043
84	85	-0.0162727
84	118	-0.806834
84	119	-1.01557
85	56	-0.974575
85	57	-0.187798
85	84	-0.0162727
85	85	3.93736
85	86	-0.906473
85	119	-0.734529
85	120	-1.11771
86	57	-1.22442
86	85	-0.906473
86	86	4.1108
86	87	-1.08244
86	120	-0.0164652
86	122	-0.880997
87	57	-0.00324941
87	58	-0.995031
87	68	-0.893658
87	86	-1.08244
87	87	3.96112
87	104	-0.925723
87	122	-0.061019
88	59	-0.823356
88	61	-0.436275
88	62	-0.0164208
