Matrix Dimension= 21
List of nonzero entries: I , J , A(I,J)
0	0	1.7279
0	1	-0.422931
0	8	-0.33136
0	9	-0.973607
1	0	-0.422931
1	1	1.7279
1	4	-0.33136
1	5	-0.973607
1	9	4.53804e-15
2	2	1.61606
2	3	-0.460152
2	6	-0.33136
2	7	-0.522825
2	11	-0.301722
3	2	-0.460152
3	3	1.71223
3	4	-0.460152
3	11	-0.791922
4	1	-0.33136
4	3	-0.460152
4	4	1.61606
4	5	-0.522825
4	11	-0.301722
5	1	-0.973607
5	4	-0.522825
5	5	4.12085
5	9	-1.05751
5	10	-1.4
5	11	-0.166907
6	2	-0.33136
6	6	1.7279
6	7	-0.973607
6	12	-0.422931
7	2	-0.522825
7	6	-0.973607
7	7	4.12085
7	11	-0.166907
7	12	5.16356e-09
7	13	-1.4
7	14	-1.05751
8	0	-0.33136
8	8	1.60376
8	9	-0.383609
8	15	-0.499646
8	16	-0.389147
9	0	-0.973607
9	1	4.51028e-15
9	5	-1.05751
9	8	-0.383609
9	9	3.88342
9	10	-0.0166667
9	16	-1.05203
9	17	-0.4
10	5	-1.4
10	9	-0.0166667
10	10	4.125
10	11	-0.866667
10	17	-0.85
10	18	-0.991667
11	2	-0.301722
11	3	-0.791922
11	4	-0.301722
11	5	-0.166907
11	7	-0.166907
11	10	-0.866667
11	11	3.66251
11	13	-0.866667
11	18	-0.2
12	6	-0.422931
12	7	5.16356e-09
12	12	1.7279
12	14	-0.973607
13	7	-1.4
13	11	-0.866667
13	13	4.125
13	14	-0.0166667
13	18	-0.991667
14	7	-1.05751
14	12	-0.973607
14	13	-0.0166667
14	14	3.88342
15	8	-0.499646
15	15	1.64956
15	16	-0.325135
15	19	-0.499646
16	8	-0.389147
16	9	-1.05203
16	15	-0.325135
16	16	3.81665
16	17	-0.694444
17	9	-0.4
17	10	-0.85
17	16	-0.694444
17	17	3.63137
17	18	-0.45
18	10	-0.991667
18	11	-0.2
18	13	-0.991667
18	17	-0.45
18	18	3.71667
19	15	-0.499646
19	19	1.60376
19	20	-0.33136
20	19	-0.33136
20	20	1.7279
