Matrix Dimension= 11
List of nonzero entries: I , J , A(I,J)
0	0	1.59732
0	1	-0.101673
0	2	-1.0979
0	3	-0.397746
1	0	-0.101673
1	1	1.53679
1	2	-0.969691
1	4	-0.404641
1	6	-0.0607872
2	0	-1.0979
2	1	-0.969691
2	2	4.03759
2	3	-0.0918409
2	6	-1.13466
2	7	-0.743494
3	0	-0.397746
3	2	-0.0918409
3	3	1.42127
3	5	-0.329803
3	7	-0.601884
4	1	-0.404641
4	4	1.45912
4	6	-0.649839
4	8	-0.404641
5	3	-0.329803
5	5	1.46778
5	7	-0.692718
5	10	-0.445256
6	1	-0.0607872
6	2	-1.13466
6	4	-0.649839
6	6	3.87544
6	7	-0.477411
6	8	-0.0607872
6	9	-1.1383
7	2	-0.743494
7	3	-0.601884
7	5	-0.692718
7	6	-0.477411
7	7	3.58581
7	10	-0.357533
8	4	-0.404641
8	6	-0.0607872
8	8	1.53679
8	9	-0.969691
9	6	-1.1383
9	8	-0.969691
9	9	4.07451
10	5	-0.445256
10	7	-0.357533
10	10	1.48235
